DVM ID,Practice Name,Active,Partner,State,Zip,Marketing Email Pref,Vet Users,Staff Users,totalRev,avgMonthlyRev,avgMonthlyRevPerUser,wRx,cRx,monthlyRxTot,clients,emails,bracket
1949,Hybla Valley Veterinary Hospital,1,IMA Partner,VA,22306,Companion Animal,9,3,12298.99,1024.92,85.41,31,12,3,0,0,2
2496,Coweta Vet Mobile Service,1,VBS Partner,OK,74429,Companion Animal,2,0,2578.13,214.84,107.42,31,11,3,0,0,1
3144,General Booth Veterinary Hospital,1,VBS Partner,VA,23456,Companion Animal,13,0,10143.98,845.33,65.03,31,22,3,0,0,1
4235,Flowertown Animal Hospital,1,VBS Partner,SC,29485,Companion Animal,1,0,2147.58,178.97,178.97,31,12,3,0,0,1
4322,North Rockland Animal Hospital,1,VBS Partner,NY,10980,Companion Animal,12,11,20394.53,1699.54,73.89,31,28,3,0,0,2
5930,"Nora Kleps, DVM",1,VBS Partner,NY,11937,Companion Animal,1,0,3773.9,314.49,314.49,31,4,3,0,0,1
1897,North Country Animal Health Center PC,1,IMA Partner,NY,13601,Companion Animal,7,6,24336.32,2028.03,156,30,18,3,0,0,3
2935,Valley Veterinary Hospital,1,VBS Partner,WA,98926,Companion Animal,5,1,2787.96,232.33,38.72,30,19,3,0,0,1
3393,Acadia Veterinary Clinic,1,VBS Partner,CA,95014,Companion Animal,3,7,6302.4,525.2,52.52,30,11,3,0,0,1
5916,Vitality Veterinary Care,1,VBS Partner,WA,98103,Companion Animal,1,0,2345.27,195.44,195.44,30,17,3,0,0,1
3350,Radnor Veterinary Hospital,1,VBS Partner,PA,19087,Companion Animal,9,1,11735.32,977.94,97.79,29,23,2,0,0,1
3731,"Paws 'N Claws Veterinary Clinic, LLC",1,VBS Partner,NJ,8016,Companion Animal,2,0,7100.84,591.74,295.87,29,8,2,0,0,1
4265,Loyal Companion Animal Care,1,VBS Partner,WA,98053,Companion Animal,2,1,8945.13,745.43,248.48,29,13,2,0,0,1
2054,Edwardsville Pet Hospital,1,IMA Partner,IL,62025,Companion Animal,6,3,10084.72,840.39,93.38,28,10,2,0,0,1
2765,Choptank Animal Hospital,1,VBS Partner,MD,21613,Companion Animal,4,0,4350.17,362.51,90.63,28,6,2,0,0,1
3117,Symphony Veterinary Center,1,VBS Partner,NY,10025,Companion Animal,9,0,8396,699.67,77.74,28,20,2,0,0,1
3220,"Third Street Veterinary Clinic, PLLC",1,VBS Partner,NC,27344,Companion Animal,1,2,8003.05,666.92,222.31,28,19,2,0,0,1
3545,South Novato Animal Hospital,1,VBS Partner,CA,94945,Companion Animal,4,3,19255.14,1604.6,229.23,28,21,2,0,0,2
4467,VetMobile,1,VBS Partner,NC,27513,Companion Animal,2,0,16489.76,1374.15,687.07,28,8,2,0,0,2
6027,Elmar Udarbe Zamora's Veterinary Home Service,1,VBS Partner,CA,94954,Companion Animal,1,0,6442.05,536.84,536.84,28,10,2,0,0,1
2270,Colbern Road Animal Clinic,1,IMA Partner,MO,64086,Companion Animal,1,1,14340.44,1195.04,597.52,27,11,2,0,0,2
3931,Oak Hill Veterinary Clinic,1,VBS Partner,TX,78735,Companion Animal,2,1,9770.55,814.21,271.4,27,21,2,0,0,1
4618,Machias Veterinary Clinic,1,IMA Partner,NY,14101,Companion Animal,1,0,4075.74,339.65,339.65,27,17,2,0,0,1
2672,Jeff Parke DVM Housecalls,1,VBS Partner,WA,98112,Companion Animal,1,0,2775.43,231.29,231.29,26,11,2,0,0,1
2923,Cross Veterinary Clinic,1,VBS Partner,MI,48439,Companion Animal,1,0,21391.11,1782.59,1782.59,26,17,2,0,0,2
3760,"Ark Veterinary Hospital, Inc",1,VBS Partner,OH,44691,Companion Animal,3,0,3883.55,323.63,107.88,26,24,2,0,0,1
4492,Crossroads Animal Clinic,1,VBS Partner,GA,30024,Companion Animal,2,2,4251.2,354.27,88.57,26,16,2,0,0,1
2254,Charlotte Street Animal Hospital,1,IMA Partner,NC,28801,Companion Animal,7,1,17002.83,1416.9,177.11,25,16,2,0,0,2
5859,Powell Veterinary Center,1,VBS Partner,OR,97202,Companion Animal,8,3,6642.99,553.58,50.33,25,12,2,0,0,1
4547,Merrill Animal Clinic,1,VBS Partner,FL,32277,Companion Animal,4,7,8306.15,692.18,62.93,24,13,2,0,0,1
4562,Paws for Holistic Pet Care,1,VBS Partner,VA,20115,Companion Animal,2,0,2966.98,247.25,123.62,24,6,2,0,0,1
5577,Budget Vet,1,VBS Partner,GA,30012,Companion Animal,1,0,16129.14,1344.1,1344.1,24,16,2,0,0,2
3484,Gate City Animal Hospital,1,IMA Partner,NC,27455,Companion Animal,2,2,6824.25,568.69,142.17,23,14,2,0,0,1
4031,Genito Animal Hospital,1,VBS Partner,VA,23112,Companion Animal,5,2,2879.81,239.98,34.28,23,10,2,0,0,1
4156,Berryville Avenue Veterinary Clinic,1,VBS Partner,VA,22601,Companion Animal,1,3,11364.97,947.08,236.77,23,17,2,0,0,1
4206,East West Veterinary Care Center,1,VBS Partner,FL,33904,Companion Animal,3,3,3257.99,271.5,45.25,23,12,2,0,0,1
4461,Shiloh Veterinary Hospital,1,VBS Partner,PA,17315,Companion Animal,11,9,15627.84,1302.32,65.12,23,6,2,0,0,2
2072,California Visiting Vet,1,IMA Partner,CA,94533-2752,Companion Animal,2,2,19189.89,1599.16,399.79,22,19,2,0,0,2
3089,Park Animal Hospital,1,VBS Partner,CA,94122,Companion Animal,16,0,14355.14,1196.26,74.77,22,16,2,0,0,2
3306,Atlantic Animal Hospital and Pet Care Resort,1,VBS Partner,NC,28405,Companion Animal,6,2,18921.95,1576.83,197.1,22,16,2,0,0,2
3872,Coffee Veterinary Hospital,1,VBS Partner,TN,37355,Companion Animal,4,1,2324.77,193.73,38.75,22,15,2,0,0,1
4321,Hudson Valley Animal Hospital,1,VBS Partner,NY,10989,Companion Animal,10,12,14495.99,1208,54.91,22,16,2,0,0,2
5924,Maine Veterinary Referral Center,1,IMA Partner,ME,4074,Companion Animal,13,13,1746.65,145.55,5.6,22,9,2,0,0,1
2569,Sunrise Pet Hospital,1,IMA Partner,CA,92808,Companion Animal,3,0,4211.89,350.99,117,21,12,2,0,0,1
2576,Somers Animal Hospital,1,VBS Partner,NY,10589,Companion Animal,8,2,11283.37,940.28,94.03,21,9,2,0,0,1
4607,Clover Valley Vet,1,VBS Partner,WA,98367,Equine,2,3,7770.56,647.55,129.51,21,13,2,0,0,1
3142,Greenwood Animal Clinic,1,VBS Partner,IN,46142,Companion Animal,1,4,8540.63,711.72,142.34,20,19,2,0,0,1
4184,Blue Cross Veterinary Hospital,1,VBS Partner,CA,90755,Companion Animal,5,1,19141.17,1595.1,265.85,20,16,2,0,0,2
5753,Ajo Veterinary Clinic,1,VBS Partner,AZ,85713,Companion Animal,4,1,5204.5,433.71,86.74,20,14,2,0,0,1
2298,Gentle Journey Veterinary Hospice,1,IMA Partner,PA,15209,Companion Animal,1,0,4889.28,407.44,407.44,18,16,2,0,0,1
4394,Blanchard Valley Veterinary Clinic,1,VBS Partner,OH,45840,Companion Animal,3,11,9547.53,795.63,56.83,18,2,2,0,0,1
6032,Low Country Pet Vaccine Clinic,1,VBS Partner,SC,29073,Companion Animal,1,1,18889.89,1574.16,787.08,18,11,2,0,0,2
2085,Brenham Veterinary Hospital,1,IMA Partner,TX,77833,Companion Animal,10,1,10721,893.42,81.22,17,12,1,0,0,1
2950,Lenox Hill Veterinarians,1,VBS Partner,NY,10021,Companion Animal,8,1,5382.53,448.54,49.84,17,12,1,0,0,1
2989,Stevenson Village Veterinary Hospital,1,VBS Partner,MD,21208,Companion Animal,2,0,7678.48,639.87,319.94,17,7,1,0,0,1
3140,Mohnacky Animal Hospital of Vista,1,VBS Partner,CA,92084,Companion Animal,13,8,6361.86,530.16,25.25,17,12,1,0,0,1
3313,Animal Hospital of Lanesville,1,VBS Partner,IN,47136,Companion Animal,2,0,5521.14,460.1,230.05,17,15,1,0,0,1
4524,Visiting Vet,1,VBS Partner,NY,10976,Companion Animal,1,0,3739.87,311.66,311.66,17,9,1,0,0,1
2519,Salmon Brook Veterinary Hospital,1,VBS Partner,CT,6035,Companion Animal,13,0,9239.58,769.97,59.23,16,11,1,0,0,1
2583,Animal Medical Center,1,VBS Partner,TN,37312,Companion Animal,3,4,13800.32,1150.03,164.29,16,13,1,0,0,2
3824,Vetcetera,1,VBS Partner,PA,17972,Companion Animal,2,0,3176.36,264.7,132.35,16,9,1,0,0,1
5802,Carr Veterinary Hospital,1,VBS Partner,NC,27310,Companion Animal,1,0,3490.13,290.84,290.84,16,5,1,0,0,1
5807,Best Friends Veterinary Hospital,1,VBS Partner,OK,74146,Companion Animal,2,2,4558.91,379.91,94.98,16,7,1,0,0,1
76625,Veterinary Housecall Services,1,VBS Partner,IL,62902,Companion Animal,1,0,991.18,82.6,82.6,16,7,1,0,0,1
3571,Cross Creek Animal Hospital,1,VBS Partner,NC,28314,Companion Animal,8,1,12296.97,1024.75,113.86,15,10,1,0,0,2
4389,County Seat Animal Hospital LLC,1,VBS Partner,MS,38632,Companion Animal,2,0,5274.15,439.51,219.76,15,6,1,0,0,1
5745,East Douglas Veterinary Clinic,1,VBS Partner,KS,67206,Companion Animal,2,1,12831.71,1069.31,356.44,15,11,1,0,0,2
2595,West Geauga Veterinary Hospital,1,VBS Partner,OH,44026,Companion Animal,6,1,1752.22,146.02,20.86,14,11,1,0,0,1
2659,PetCalls Mobile Veterinary Clinic,1,VBS Partner,VA,20112,Companion Animal,1,0,1115.19,92.93,92.93,14,5,1,0,0,1
4541,Animals R Special,1,VBS Partner,OH,43054,Companion Animal,2,0,4559.64,379.97,189.99,14,9,1,0,0,1
5747,"House Call Vet, LLC",1,VBS Partner,AL,36066,Companion Animal,1,0,2528.7,210.73,210.73,14,6,1,0,0,1
2386,Gateway Veterinary Hospital,1,VBS Partner,OR,97220,Companion Animal,6,0,18080.66,1506.72,251.12,13,6,1,0,0,2
74476,Roseland Animal Hospital,1,VBS Partner,IN,46637,Companion Animal,3,2,7751.39,645.95,129.19,13,5,1,0,0,1
2784,"McKenzie Animal Hospital, PC",1,IMA Partner,OR,97478,Companion Animal,11,2,2523.64,210.3,16.18,12,5,1,0,0,1
2838,Hopmeadow Animal Hospital,1,VBS Partner,CT,6089,Companion Animal,4,1,5375.42,447.95,89.59,12,6,1,0,0,1
3403,"Clocktower Animal Hospital, Inc.",1,VBS Partner,VA,20171,Companion Animal,12,1,7028.98,585.75,45.06,12,6,1,0,0,1
3577,"Makai Animal Clinic, Inc.",1,VBS Partner,HI,96734,Companion Animal,6,9,4770.54,397.55,26.5,12,6,1,0,0,1
3866,Visiting Vet,1,IMA Partner,MI,48103,Companion Animal,1,0,551.63,45.97,45.97,12,5,1,0,0,1
5812,Brushy Creek Veterinary Clinic,1,VBS Partner,TX,78717,Companion Animal,2,1,4628.73,385.73,128.58,12,10,1,0,0,1
3177,Animal HealthCare Center,1,VBS Partner,FL,33467,Companion Animal,7,1,5877.45,489.79,61.22,11,10,1,0,0,1
3811,"Columbiana Veterinary Associates, Inc.",1,VBS Partner,OH,44408,Companion Animal,2,1,9539.48,794.96,264.99,11,7,1,0,0,1
4029,Vermont New Hampshire Veterinary Clinic,1,VBS Partner,VT,5346,Companion Animal,6,1,2839.14,236.6,33.8,11,6,1,0,0,1
4496,Jones Veterinary Hospital,1,VBS Partner,AL,36420,Companion Animal,3,0,2517.88,209.82,69.94,11,10,1,0,0,1
4560,Columbia Animal Clinic,1,VBS Partner,OH,44028,Companion Animal,3,1,14020.66,1168.39,292.1,11,4,1,0,0,2
5217,Crossroads Pet Professionals,1,VBS Partner,TN,37027,Companion Animal,3,7,5697.37,474.78,47.48,11,7,1,0,0,1
1887,Oakwood Hills Animal Hospital LLC,1,IMA Partner,WI,54701,Companion Animal,2,0,14620.6,1218.38,609.19,10,8,1,0,0,2
2115,NOAH Pet Clinic,1,VBS Partner,OH,44870,Companion Animal,4,6,21110.08,1759.17,175.92,10,8,1,0,0,2
2661,Ridge Lake Animal Hospital,1,VBS Partner,VA,22192,Companion Animal,8,1,5100.38,425.03,47.23,10,5,1,0,0,1
2728,Animal Wellness Clinic,1,IMA Partner,PA,17307,Companion Animal,1,2,3922.77,326.9,108.97,10,8,1,0,0,1
3451,Adams Morgan Animal Hospital,1,IMA Partner,DC,20009,Companion Animal,3,0,19100.68,1591.72,530.57,10,3,1,0,0,2
4039,Pet Housecalls,1,VBS Partner,TX,76367,Companion Animal,1,0,9864.71,822.06,822.06,10,5,1,0,0,1
4173,Healthy Pet Veterinary Services,1,VBS Partner,AZ,85242,Companion Animal,1,0,3241.69,270.14,270.14,10,7,1,0,0,1
4412,Tampa Mobile Veterinary Services LLC,1,VBS Partner,FL,33617,Companion Animal,1,0,12007.14,1000.6,1000.6,10,5,1,0,0,2
2060,"Animal Medical of Covington, Inc.",1,IMA Partner,GA,30014,Companion Animal,1,4,5416.43,451.37,90.27,9,2,1,0,0,1
2273,Godspeed Animal Care,1,IMA Partner,VA,23188,Companion Animal,7,1,20545.88,1712.16,214.02,9,7,1,0,0,2
2604,Ardmore Animal Hospital,1,VBS Partner,PA,19003,Companion Animal,11,2,26002.73,2166.89,166.68,9,9,1,0,0,3
3881,Veterinary Allergy & Dermatology Consultants,1,VBS Partner,NY,11510,Companion Animal,1,0,2381.4,198.45,198.45,9,8,1,0,0,1
3920,Goose Creek Veterinary Clinic LLC,1,VBS Partner,SC,29445,Companion Animal,6,0,9671.76,805.98,134.33,9,6,1,0,0,1
4811,At Home Veterinary,1,VBS Partner,NY,10036,Companion Animal,1,0,882.02,73.5,73.5,9,7,1,0,0,1
5662,Goodyear Animal Hospital,1,VBS Partner,AZ,85338,Companion Animal,13,40,12171.4,1014.28,19.14,9,4,1,0,0,2
5761,Rose Rock Veterinary Hospital,1,VBS Partner,OK,73069,Companion Animal,8,5,16634.42,1386.2,106.63,9,4,1,0,0,2
5936,"Sophia C. Theodore, DVM",1,VBS Partner,NY,13617,Companion Animal,1,0,1035.15,86.26,86.26,9,5,1,0,0,1
2407,"Atlantic Veterinary Internal Medicine, LLC",1,VBS Partner,MD,21401-3016,Companion Animal,12,1,3045.92,253.83,19.53,8,4,1,0,0,1
2681,Little River Veterinary Clinic,1,VBS Partner,VA,22032,Companion Animal,6,2,7109.67,592.47,74.06,8,8,1,0,0,1
2760,Alta-Wood Animal Hospital,1,VBS Partner,CA,94061,Companion Animal,1,2,1980.3,165.03,55.01,8,7,1,0,0,1
2964,Westchester Veterinary Group,1,VBS Partner,NY,10547,Companion Animal,3,1,2048.85,170.74,42.68,8,7,1,0,0,1
3018,"Mac's Landing Veterinary Services, PC",1,VBS Partner,MI,49408,Companion Animal,4,2,4024.16,335.35,55.89,8,7,1,0,0,1
3879,University Bird & Small Animal Clinic,1,VBS Partner,KS,66604,Companion Animal,6,0,4534.06,377.84,62.97,8,7,1,0,0,1
4380,Neighborhood Animal Hospital,1,VBS Partner,OR,97306,Companion Animal,1,0,4150.65,345.89,345.89,8,7,1,0,0,1
4610,Four Paws Mobile Veterinary Clinic,1,IMA Partner,VA,23601,Companion Animal,1,0,16679.08,1389.92,1389.92,8,5,1,0,0,2
4652,Shiloh Animal Hospital,1,IMA Partner,NC,27560,Companion Animal,2,9,8840.31,736.69,66.97,8,6,1,0,0,1
5833,East Haven Veterinary Service,1,VBS Partner,VT,5837,Companion Animal,1,1,2987.36,248.95,124.47,8,6,1,0,0,1
2220,Chilhowee Veterinary Clinic Inc,1,IMA Partner,TN,37803,Companion Animal,9,1,4543.19,378.6,37.86,7,4,1,0,0,1
2268,Tri-County Veterinary Clinic,1,IMA Partner,IN,46979,Companion Animal,4,7,11030.84,919.24,83.57,7,4,1,0,0,1
3088,Fox Animal Hospital,1,VBS Partner,IL,60201,Companion Animal,4,3,4058.04,338.17,48.31,7,2,1,0,0,1
3228,The Carolinas Animal Hospital & Dental Clinic,1,VBS Partner,NC,28273,Companion Animal,9,9,4525.16,377.1,20.95,7,3,1,0,0,1
4058,Metro Paws Animal Hospital,1,VBS Partner,TX,75206,Companion Animal,9,8,12620.5,1051.71,61.87,7,4,1,0,0,2
4266,North Oatlands Animal Hospital,1,IMA Partner,VA,20175,Companion Animal,6,6,3139.06,261.59,21.8,7,6,1,0,0,1
4478,Downtown Mobile Veterinary Services PLLC,1,VBS Partner,NC,27603,Companion Animal,1,0,3015.06,251.26,251.26,7,4,1,0,0,1
5635,Arrow Animal Hospital,1,VBS Partner,AZ,85306,Companion Animal,17,13,17355.81,1446.32,48.21,7,5,1,0,0,2
5649,Bell Ridge Animal Hospital,1,VBS Partner,AZ,85053,Companion Animal,10,9,5984.22,498.69,26.25,7,3,1,0,0,1
5651,Roadrunner Animal Hospital,1,VBS Partner,AZ,85381,Companion Animal,4,11,3674.03,306.17,20.41,7,5,1,0,0,1
5743,First Capitol Animal Hospital,1,VBS Partner,MO,63301,Companion Animal,1,5,3095.93,257.99,43,7,7,1,0,0,1
6069,Healing Paws Veterinary Wellness Center,1,VBS Partner,MD,21146,Companion Animal,2,1,2861.33,238.44,79.48,7,5,1,0,0,1
1999,Shiner Animal Hospital,1,IMA Partner,TX,77984,Companion Animal,2,1,11079.26,923.27,307.76,6,6,1,0,0,1
2008,Chisholm Trail Animal Hospital PA,1,IMA Partner,KS,67219,Companion Animal,5,4,15461.36,1288.45,143.16,6,2,1,0,0,2
2324,Elkhorn Vet Clinic,1,IMA Partner,NE,68713,Companion Animal,1,0,2277.34,189.78,189.78,6,2,1,0,0,1
2370,Great Brook Animal Care,1,IMA Partner,ME,4027,Companion Animal,1,1,9627.9,802.33,401.16,6,3,1,0,0,1
2371,Creature Comforts Animal Hospital,1,VBS Partner,NC,27518,Companion Animal,2,1,16151.17,1345.93,448.64,6,3,1,0,0,2
2418,Three Counties Animal Hospital,1,VBS Partner,GA,30274,Companion Animal,3,2,9872.93,822.74,164.55,6,6,1,0,0,1
3058,Colfax Veterinary Hospital,1,VBS Partner,CA,95713,Companion Animal,3,3,4295.68,357.97,59.66,6,6,1,0,0,1
3434,Collins Hospital for Animals,1,VBS Partner,DC,20007,Companion Animal,3,1,6381.29,531.77,132.94,6,4,1,0,0,1
3686,Aucoin Veterinary Services,1,IMA Partner,TX,77845,Companion Animal,1,0,2334.66,194.56,194.56,6,5,1,0,0,1
3750,Companion Animal Hospital of Selinsgrove,1,VBS Partner,PA,17870,Companion Animal,10,0,2843.53,236.96,23.7,6,5,1,0,0,1
3928,Cascade Animal Medical Center,1,VBS Partner,MN,55901,Companion Animal,6,0,6465.12,538.76,89.79,6,4,1,0,0,1
4327,LIFETIME PET CENTER WILLIAMSBURG,1,VBS Partner,OH,45103,Companion Animal,3,3,8935.03,744.59,124.1,6,4,1,0,0,1
4329,Pomona Animal Hospital,1,VBS Partner,NY,10970,Companion Animal,8,9,13677.7,1139.81,67.05,6,4,1,0,0,2
4486,Nancy Maloney DVM,1,VBS Partner,CT,6854,Companion Animal,3,0,2894.47,241.21,80.4,6,5,1,0,0,1
5657,Dobson Ranch Animal Hospital,1,VBS Partner,AZ,85202,Companion Animal,5,9,2696.37,224.7,16.05,6,2,1,0,0,1
5661,Norterra Animal Hospital,1,VBS Partner,AZ,85085,Companion Animal,6,11,7613.37,634.45,37.32,6,4,1,0,0,1
1842,Noah's Ark Companion Animal Hospital,1,IMA Partner,NC,28734,Companion Animal,2,9,14162.11,1180.18,107.29,5,2,0,0,0,2
1963,Animal Medical Center of Jefferson City,1,IMA Partner,MO,65109,Companion Animal,2,1,7980.26,665.02,221.67,5,3,0,0,0,1
2130,Pampered Pets Vet Clinic & Spa,1,VBS Partner,OK,73003,Companion Animal,1,1,1791.91,149.33,74.66,5,1,0,0,0,1
2211,Vogel Veterinary Hospital,1,IMA Partner,MO,63010,Companion Animal,4,2,3229.18,269.1,44.85,5,4,0,0,0,1
2323,Limerick Mills Animal Hospital,1,IMA Partner,ME,4048,Companion Animal,3,1,19872.54,1656.05,414.01,5,5,0,0,0,2
2542,Camelot Court Animal Clinic,1,VBS Partner,KS,66209,Companion Animal,11,1,8901.06,741.76,61.81,5,2,0,0,0,1
2591,Home Veterinary Service,1,VBS Partner,MN,55113,Companion Animal,1,1,3071.33,255.94,127.97,5,5,0,0,0,1
2730,Pet Dominion,1,IMA Partner,MD,20855,Companion Animal,7,1,5077.85,423.15,52.89,5,5,0,0,0,1
2781,Valley Animal Hospital,1,VBS Partner,NJ,7013,Companion Animal,6,1,4940.62,411.72,58.82,5,4,0,0,0,1
3016,All Valley Pet Hospital,1,VBS Partner,CA,93454,Companion Animal,2,1,1245.47,103.79,34.6,5,4,0,0,0,1
3214,University Parkway Animal Hospital,1,IMA Partner,TN,38305,Companion Animal,1,0,12700.53,1058.38,1058.38,5,5,0,0,0,2
3269,Friendship Hospital for Animals,1,VBS Partner,DC,20016,Companion Animal,57,1,18666.47,1555.54,26.82,5,4,0,0,0,2
3287,Ocean State Veterinary Specialists,1,VBS Partner,RI,2818,Companion Animal,20,2,4450.12,370.84,16.86,5,3,0,0,0,1
3366,Animal Dermatology Center of Chicago,1,VBS Partner,IL,60618,Companion Animal,2,2,9530.85,794.24,198.56,5,0,0,0,0,1
3383,Animal General of Cranberry Township,1,VBS Partner,PA,16066,Companion Animal,4,2,8517.74,709.81,118.3,5,3,0,0,0,1
3840,Cape May Veterinary Hospital,1,VBS Partner,NJ,8204,Companion Animal,4,3,17008.1,1417.34,202.48,5,3,0,0,0,2
4379,New Shoreham Veterinary Services,1,VBS Partner,RI,2879,Companion Animal,1,2,15558.44,1296.54,432.18,5,4,0,0,0,2
4477,Manchester Animal Hospital,1,VBS Partner,NH,3106,Companion Animal,3,3,3171.8,264.32,44.05,5,4,0,0,0,1
4674,Belle Mead Animal Hospital,1,IMA Partner,NJ,8844,Companion Animal,8,1,10558.89,879.91,97.77,5,2,0,0,0,1
4924,Cats on Broadway Hospital,1,VBS Partner,MT,59802,Companion Animal,2,1,1019.95,85,28.33,5,4,0,0,0,1
5619,Terrell Veterinary Center,1,VBS Partner,TX,75160,Companion Animal,2,1,27577.16,2298.1,766.03,5,5,0,0,0,3
5650,Arrowhead Ranch Animal Hospital,1,VBS Partner,AZ,85310,Companion Animal,9,27,14305.41,1192.12,33.11,5,3,0,0,0,2
5694,"Plantation Pet Health Center (George E. Martin, Jr. Veterinary Services)",1,VBS Partner,TX,75035,Companion Animal,2,1,4918.04,409.84,136.61,5,5,0,0,0,1
5797,Wildcat Veterinary Service,1,VBS Partner,KS,66502,Companion Animal,1,0,3026.79,252.23,252.23,5,4,0,0,0,1
5823,Elmwood-Grove Animal Hospital,1,VBS Partner,IL,60171,Companion Animal,3,0,1036.43,86.37,28.79,5,4,0,0,0,1
1881,Northern Valley Animal Clinic,1,IMA Partner,MN,55906,Companion Animal,3,6,8314.88,692.91,76.99,4,3,0,0,0,1
2128,The People's Pets,1,IMA Partner,GA,30084,Companion Animal,2,0,19075.11,1589.59,794.8,4,2,0,0,0,2
2142,"NorthPaws Veterinary Center, Inc.",1,IMA Partner,RI,2828,Companion Animal,6,4,4946.04,412.17,41.22,4,4,0,0,0,1
2176,Tri-City Animal & Bird Clinic,1,IMA Partner,MO,63011,Companion Animal,4,2,3615.12,301.26,50.21,4,3,0,0,0,1
2277,"Pines Meadow Veterinarians, Ltd.",1,IMA Partner,IL,61061,Companion Animal,3,5,3721.82,310.15,38.77,4,3,0,0,0,1
2512,"Coastside Veterinary Clinic, Inc.",1,VBS Partner,CA,94019,Companion Animal,2,1,14323.29,1193.61,397.87,4,3,0,0,0,2
2594,Severna Park Veterinary Hospital,1,VBS Partner,MD,21146,Companion Animal,9,1,4360.6,363.38,36.34,4,4,0,0,0,1
2632,Pet Calls,1,VBS Partner,TX,76207,Companion Animal,1,0,6898.87,574.91,574.91,4,3,0,0,0,1
2762,Millersville Animal Hospital,1,VBS Partner,MD,21108,Companion Animal,3,0,5058.34,421.53,140.51,4,4,0,0,0,1
2825,Shadowridge Veterinary Hospital- Vista,1,VBS Partner,CA,92083,Companion Animal,12,2,2190.9,182.58,13.04,4,4,0,0,0,1
2853,Mapleshade Veterinary Hospital,1,VBS Partner,VA,22193,Companion Animal,4,2,4573.23,381.1,63.52,4,3,0,0,0,1
2969,North Veterinary Clinic,1,VBS Partner,CT,6278,Companion Animal,5,0,916.6,76.38,15.28,4,3,0,0,0,1
3360,At Home Vet Care,1,VBS Partner,NY,10526,Companion Animal,1,0,3644.33,303.69,303.69,4,3,0,0,0,1
3601,Missouri City Veterinary Services,1,VBS Partner,TX,77459,Companion Animal,1,0,858.15,71.51,71.51,4,3,0,0,0,1
3926,Mount Kisco Veterinary Clinic,1,VBS Partner,NY,10549,Companion Animal,4,1,9534.21,794.52,158.9,4,4,0,0,0,1
3960,Artemis Animal Clinic,1,VBS Partner,CA,93105,Companion Animal,1,0,618.7,51.56,51.56,4,2,0,0,0,1
3997,Century Veterinary Group,1,VBS Partner,CA,90034,Companion Animal,6,0,3878.68,323.22,53.87,4,1,0,0,0,1
4245,Pet-Fixer INC.,1,VBS Partner,GA,30096,Companion Animal,1,0,3578.98,298.25,298.25,4,2,0,0,0,1
4314,Riverdale Veterinary Group,1,VBS Partner,NY,10463,Companion Animal,6,1,2056.12,171.34,24.48,4,0,0,0,0,1
4318,Dublin Animal Hospital,1,VBS Partner,VA,24084,Companion Animal,6,1,18884.66,1573.72,224.82,4,2,0,0,0,2
4347,Narberth Animal Hospital,1,VBS Partner,PA,19072,Companion Animal,1,0,2062.64,171.89,171.89,4,4,0,0,0,1
4499,Merrick Veterinary Group,1,VBS Partner,NY,11566,Companion Animal,4,1,3983.69,331.97,66.39,4,3,0,0,0,1
4527,LaVale Veterinary Hospital,1,VBS Partner,MD,21502,Companion Animal,7,0,12737.65,1061.47,151.64,4,2,0,0,0,2
4563,North Pines Animal Hospital,1,VBS Partner,TX,77318,Companion Animal,4,0,6718.78,559.9,139.97,4,4,0,0,0,1
4939,Carolina Pets Animal Hospital,1,VBS Partner,NC,28104,Companion Animal,2,3,9662.43,805.2,161.04,4,4,0,0,0,1
1990,Animal Health Center of Port St. Lucie Inc,1,IMA Partner,FL,34953,Companion Animal,2,1,5446.36,453.86,151.29,3,2,0,0,0,1
2002,"Grove Veterinary Clinic, PC",1,IMA Partner,IN,47353,Companion Animal,1,0,6870.29,572.52,572.52,3,2,0,0,0,1
2007,Greensburg Veterinary Clinic PC,1,IMA Partner,IN,47240,Companion Animal,4,2,17398.32,1449.86,241.64,3,2,0,0,0,2
2061,Alpine Animal Hospital,1,IMA Partner,WY,82070,Companion Animal,4,1,7784.05,648.67,129.73,3,1,0,0,0,1
2075,"Seven Bends Veterinary Hospital, LC",1,IMA Partner,VA,22664,Companion Animal,5,1,20167.65,1680.64,280.11,3,2,0,0,0,2
2106,Arbor Creek Animal Hospital,1,IMA Partner,KS,66062,Companion Animal,1,2,17698.5,1474.88,491.63,3,3,0,0,0,2
2278,Carmel Mountain Ranch Veterinary Hospital,1,IMA Partner,CA,92128,Companion Animal,4,1,15099.15,1258.26,251.65,3,3,0,0,0,2
2443,Indian Creek Veterinary Hospital,1,VBS Partner,OH,43068,Companion Animal,6,21,4151.91,345.99,12.81,3,2,0,0,0,1
2597,Care First Animal Hospital at Oberlin,1,VBS Partner,NC,27608,Companion Animal,12,2,3012.55,251.05,17.93,3,2,0,0,0,1
2603,Battery Creek Veterinary Hospital,1,IMA Partner,SC,29906,Companion Animal,1,0,22135.55,1844.63,1844.63,3,2,0,0,0,2
2705,Meadowbrook Animal Hospital,1,VBS Partner,PA,18942,Companion Animal,1,0,3124.64,260.39,260.39,3,3,0,0,0,1
2712,Spears Animal Hospital,1,VBS Partner,IL,62903,Companion Animal,3,1,3647.16,303.93,75.98,3,3,0,0,0,1
