DVM ID,Practice Name,Active,Catalog,Partner,MVM,VC,VFC1,Addr1,City,State,Zip,Go Live Date,Vet Users,Staff Users,Activated On,Emails,Total Revenue,Average,CM,Written Rx,Converted
5820,Green Mountain Animal Hospital,1,VFC_00006215,VBS Partner,,,,1693 Williston Road,South Burlington,VT,5403,12/12/12,5,1,12/11/13,1192,43644.46,757.998,TRUE,10,9
80030,Warrick Veterinary Clinic,1,VFC_00006994,IMA Partner,,,,186 Highway 261,Boonville,IN,47601,4/2/14,8,3,4/17/15,1445,670.11,500.65,TRUE,19,3
87953,Cumming Veterinary Clinic,1,VFC_00006947,IMA Partner,,,,4110 N Old Atlanta Road,Cumming,GA,30040,4/2/14,3,7,3/19/15,1346,1999.71,687.125,TRUE,33,11
4251,Greenlawn Animal Hospital,1,VFC_00003800,IMA Partner,,223995,,51 broadway,greenlawn,NY,11740,5/23/12,1,,5/31/12,1198,59485.91,699.6997561,TRUE,3,1
82609,Memorial Drive Veterinary Clinic,1,VFC_00006847,VBS Partner,,,,806 Memorial Drive,Griffin,GA,30223,4/2/14,5,1,2/11/15,2513,4705.54,854.8666667,TRUE,46,3
86365,Sebasticook Animal Clinic,1,VFC_00006659,VBS Partner,,,,381 N Main St,Pittsfield,ME,4967,9/8/14,1,1,9/5/14,573,2308.4,526.25,FALSE,1,1
3977,Vet House Calls for Pets Inc,1,VFC_00005159,VBS Partner,,219951,,Vet House Calls for Pets Inc,Plantation,FL,33322,5/23/12,1,,11/6/13,396,45317.26,807.6517857,FALSE,141,37
4277,North Port Animal Hospital,1,VFC_00004960,VBS Partner,,224529,,14487 Tamiami Trail,North Port,FL,34287,5/23/12,5,,9/28/14,586,62376.03,727.5730233,FALSE,92,14
101653,The Mobile Animal Clinic,1,VFC_00006619,VBS Partner,,,,PO Box 193,Ashford,CT,6278,7/21/14,1,,3/4/15,133,15379.82,758.7836364,FALSE,148,40
79598,Lower Cape Veterinary Services,1,VFC_00006572,IMA Partner,,,,725 State Highway,Eastham,MA,2642,5/6/14,7,6,5/29/14,3224,16106.99,675.0138462,TRUE,0,0
2524,Sanford Oaks Animal Clinic,1,VFC_00005048,VBS Partner,,1169,,2000 West Sanford St.,Arlington,TX,76012,5/23/12,4,6,9/28/12,992,56114.89,748.5169697,FALSE,5,2
5764,Woodland West Animal Hospital,1,VFC_00006304,VBS Partner,1760,,,9360 S. Union Ave,Tulsa,OK,74132,3/14/13,7,23,3/1/11,2800,59988.13,701.0583333,TRUE,20,8
87813,Macedon Veterinary Care,1,VFC_00006716,VBS Partner,,,,1900 Route 31,Macedon,NY,14502,11/4/14,4,2,12/22/14,1685,7901.07,644.49625,TRUE,246,25
2676,PetDocks Veterinary Hospital,1,VFC_00003529,VBS Partner,,211486,,5307 Highway 70 West,Morehead City,NC,28557,6/6/14,3,,8/7/14,1811,12052.73,720.1414286,TRUE,13,7
4686,Moon Veterinary Hospital PC,1,VFC_00004931,VBS Partner,,226533,,991 Brodhead Road,Coraopolis,PA,15108,5/23/12,7,3,2/28/13,1081,44433.33,776.3140741,TRUE,12,12
4273,Park Grove Pet Hospital,1,VFC_00004983,VBS Partner,,224428,,7663 79th St. S,Cottage Grove,MN,55016,5/23/12,7,4,6/15/12,1784,65932.51,692.9231915,TRUE,5,4
101353,Brodhead Veterinary Medical Center,1,VFC_00006615,VBS Partner,,,,W1175 State Road 11 & 81,Brodhead,WI,53520-9543,7/9/14,8,5,7/9/14,1556,17597.26,716.3007692,TRUE,20,9
101003,Twin Creek Animal Hospital,1,VFC_00006604,VBS Partner,,,,"3905 Twin Creek Drive, #103",Bellevue,NE,68123,7/10/14,2,5,6/25/14,1910,16225.12,616.2785714,TRUE,127,34
1903,Herkimer Veterinary Associates,1,VFC_00000500,IMA Partner,,,,121 Marginal Road,Herkimer,NY,13350,Unknown,6,1,8/13/11,1015,52957.66,713.483125,TRUE,16,9
75260,Capeside Animal Hospital,1,VFC_00006453,VBS Partner,,,,511 Olde Waterford Way,Leland,NC,28451,12/4/13,5,25,12/13/13,2321,27855.04,699.1178261,TRUE,9,6
1979,Midway Animal Hospital,1,VFC_00000811,IMA Partner,,,,6785 Atlanta Hwy,Alpharetta,GA,30004,Unknown,1,,4/30/13,1810,52483.46,685.5228947,TRUE,8,7
2267,"Suburban Animal Clinic of Columbus Ohio, Inc.",1,VFC_00000125,VBS Partner,,218141,,640 N Wilson Rd,Columbus,OH,43204,1/13/15,6,6,11/1/12,1345,48037.43,689.4105714,TRUE,0,0
4668,Pond Point Animal Hospital,1,VFC_00004372,VBS Partner,,1074,,632 New Haven Ave.,Milford,CT,6460,5/23/12,4,5,5/2/11,1228,55730.22,730.8575676,TRUE,23,9
2066,Freeport Veterinary Hospital,1,VFC_00000016,IMA Partner,,212734,,4 Post Road,Freeport,ME,4032,Unknown,9,14,3/1/11,2188,44739.89,751.0827586,TRUE,109,24
99039,Mobile Paws,1,VFC_00006550,VBS Partner,,,,P.O. Box 536,Grand Island,NY,14072,4/13/14,1,1,5/2/14,90,9700.11,1025.32,FALSE,2,2
2128,The People's Pets,1,VFC_00000826,IMA Partner,,216827,,2015 B Montreal Rd,Tucker,GA,30084,Unknown,1,,3/4/14,439,56640.43,703.0827778,FALSE,1,1
4226,380 West Animal Hospital P.C.,1,VFC_00004452,IMA Partner,,223499,,4701 W University Dr.,McKinney,TX,75071,5/23/12,4,1,5/9/14,3572,56599.19,692.6163415,TRUE,8,7
4352,Dr Silvia's Mobile Veterinary Clinic,1,VFC_00004704,VBS Partner,,225928,,23121 Antonio Parkway,Rancho Santa Margarita,CA,92688,5/23/12,3,,3/29/13,661,51875.65,716.7611111,FALSE,23,10
100923,Paws at Play Animal Hospital,1,VFC_00008498,VBS Partner,,,,9108 Glenwood Avenue,Raleigh,NC,27617,6/19/14,1,,6/20/14,727,14263.85,699.3172727,FALSE,25,18
87752,Cypress Animal Hospital,1,VFC_00006405,VBS Partner,,,,1400 E. Cypress St,Covina,CA,91724,4/2/14,1,4,2/27/15,1031,2717.66,579.4433333,TRUE,58,9
2119,Arnold Pet Station,1,VFC_00000331,IMA Partner,,212258,,1212 Ritchie Hwy,Arnold,MD,21012,Unknown,6,4,12/11/13,1474,42845.16,681.1183333,TRUE,1,0
101114,Healthy Paws Veterinary Clinic,1,VFC_00006607,VBS Partner,,,,429 North Main Street,Sheboygan Falls,WI,53085,6/27/14,4,2,7/25/14,1318,10695.98,684.945,TRUE,37,18
109360,Twin Oaks Equine Veterinary Services,1,VFC_00006823,IMA Partner,,,,26111 Bouquet Canyon Rd D5,Saugus,CA,91350,1/25/15,1,1,2/25/15,0,3572.25,641.0333333,FALSE,0,0
95727,Caring Hands Veterinary Hospital,1,VFC_00006633,IMA Partner,,,,13741 Colorado Blvd,Thornton,CO,80602,9/30/14,14,6,9/30/14,4379,12053.12,727.92,TRUE,105,28
5340,State College Veterinary Hospital,1,VFC_00005627,VBS Partner,,214596,,1700 West College Ave,State College,PA,16801,2/16/14,3,7,2/6/14,2221,16620.19,714.9327273,TRUE,12,10
2516,Treaschwig Veterinary Clinic,1,VFC_00003616,VBS Partner,1678,1126,,22732 Cypresswood Dr,Spring,TX,77373,5/2/12,1,3,10/28/14,28,11774.72,1029.05,FALSE,0,0
2596,Southern Tier Veterinary Associates,1,VFC_00005078,IMA Partner,,201221,,205 Front Street,Vestal,NY,13850,8/13/14,9,3,8/28/14,1304,11789.78,663.1383333,TRUE,14,12
101851,Caring Hands Animal Hospital of Merrifield,1,VFC_00006626,VBS Partner,,,,8100B Arlington Boulevard,Falls Church,VA,22042,7/30/14,4,3,2/16/15,558,5211.91,599.7471429,FALSE,43,13
2754,Pocoshock Animal Hospital,1,VFC_00005012,VBS Partner,,211862,,2801 Turner Road,North Chesterfield,VA,23224,5/23/12,6,5,5/31/12,818,67018.89,663.8962791,FALSE,22,15
5973,Veterinary Associates Stonefield,1,VFC_00006373,VBS Partner,,,,203 Moser Road,Louisville,KY,40223,3/19/13,1,2,12/11/13,1099,40669.47,660.6251515,TRUE,4,1
4445,Schwenksville Veterinary Hospital,1,VFC_00005054,VBS Partner,,226401,,298 Meyers Road,Schwenksville,PA,19473,5/23/12,2,7,11/1/12,1770,56315.91,661.5934091,TRUE,59,27
4427,Lookout Valley Pet Hospital LLC,1,VFC_00004894,VBS Partner,,226328,,320 Browns Ferry Road,Chattanooga,TN,37419,5/23/12,4,3,1/20/14,1097,53858.02,721.9989655,TRUE,1,0
2252,Brewster Veterinary Hospital,1,VFC_00000891,IMA Partner,,,,56 Underpass Rd,Brewster,MA,2631,Unknown,5,1,2/4/14,1422,49419.39,745.3016,TRUE,14,6
3551,Aggie Animal Clinic,1,VFC_00004459,VBS Partner,,216099,,449 North 1st Street,Dixon,CA,95620,5/23/12,8,1,11/1/12,1825,45703.99,769.2719048,TRUE,10,7
3538,Woodstock Veterinary Clinic,1,VFC_00005202,IMA Partner,,216014,,691 Lake Avenue,Woodstock,IL,60098,9/17/14,7,11,10/15/14,2951,4336.77,662.825,TRUE,0,0
85360,Quail Hollow Animal Hospital,1,VFC_00006666,VBS Partner,,,,5740 Wesley Brook Drive,Wesley Chapel,FL,33545,9/11/14,4,2,9/15/14,2612,13647.36,757.227,TRUE,55,26
4232,Animal Medical Associates,1,VFC_00004257,VBS Partner,,223589,,838 Portland Road,Saco,ME,4072,5/23/12,3,5,8/21/14,968,30510.47,678.0263636,FALSE,22,18
2109,Steel Veterinary Services,1,VFC_00000363,IMA Partner,,,,2525 South Main Street Ext,Washington,PA,15301,Unknown,1,1,12/11/13,416,44975.77,758.6532,FALSE,5,2
2323,Limerick Mills Animal Hospital,1,VFC_00002005,IMA Partner,,217762,,135 Elm Street,Limerick,ME,4048,Unknown,3,1,12/13/13,1132,39220.36,705.7288,TRUE,2,2
5903,Middletown Animal Hospital,1,VFC_00006326,VBS Partner,,,,1330 Highway 35,Middletown,NJ,7748,1/28/13,6,2,3/15/13,3127,32148.1,793.4472222,TRUE,4,4
2742,Greater South River Animal Hospital,1,VFC_00004783,VBS Partner,,211793,,125 Mayo Road,Edgewater,MD,21037,5/23/12,6,14,5/15/12,1427,54606.98,700.4734375,TRUE,11,5
98978,Blue Oasis Pet Hospital,1,VFC_00006545,VBS Partner,,,,200 Crossings Lane,Mount Juliet,TN,37122-8547,4/10/14,1,1,4/16/14,587,23589.24,652.8885,FALSE,102,15
4465,Parkway Animal Clinic,1,VFC_00004366,VBS Partner,,226473,,891 West Eisenhower Parkway,Ann Arbor,MI,48103,5/2/12,2,1,11/16/12,384,31369.78,687.1645455,FALSE,72,21
78285,Jenks Veterinary Hospital,1,VFC_00006487,VBS Partner,,,,301 South Elm St,Jenks,OK,74037,2/9/14,3,1,2/19/14,786,24413.42,717.384375,FALSE,5,2
3125,Uxbridge Animal Hospital,1,VFC_00005149,VBS Partner,,213485,,555 Hazel Street,Uxbridge,MA,1569,5/23/12,3,1,12/17/12,1727,46296.42,706.6430769,TRUE,7,4
2367,Glen Eagles Pet Hospital,1,VFC_00002028,IMA Partner,,223381,,1000 NW 150th St,Edmond,OK,73013,Unknown,1,1,11/16/12,1133,47590.21,717.4817241,TRUE,1,1
2012,Anchorage Animal Hospital Inc.,1,VFC_00000526,IMA Partner,,,,12317 Old LaGrange Road,Louisville,KY,40245,Unknown,4,1,7/17/11,1074,50739.88,699.9596552,TRUE,6,4
5649,Bell Ridge Animal Hospital,1,VFC_00006157,VBS Partner,1692,,,3539 W. Bell Road,Phoenix,AZ,85053,10/22/12,10,9,1/3/14,526,17182.63,838.26,FALSE,1,1
91042,Windhover Veterinary Center,1,VFC_00006575,VBS Partner,,,,944a MAIN ST,WALPOLE,MA,2081,5/8/14,2,2,5/23/14,1090,19229.51,654.7185714,TRUE,1,0
4086,Petcare Veterinary Services,1,VFC_00006230,VBS Partner,,221346,,64 Raymond Road,West Hartford,CT,6107,5/2/12,1,1,1/15/13,1645,42201.83,643.6571429,TRUE,1,0
3225,Noah's Ark Animal Hospital,1,VFC_00004954,VBS Partner,,214044,,1060 Chinoe Road,Lexington,KY,40502,5/23/12,2,,12/17/12,1186,47205.17,698.44,TRUE,19,5
4292,The Vet,1,VFC_00005126,VBS Partner,,224967,,901 N JUPITER RD,RICHARDSON,TX,75081,5/23/12,3,1,5/15/12,876,51771.87,688.2626667,FALSE,52,10
1959,Norton Animal Hospital Inc,1,VFC_00000337,IMA Partner,,219861,,147 West Main Street,Norton,MA,2766,Unknown,7,2,5/2/11,2557,49745.78,696.0073333,TRUE,7,5
2677,Bells Ferry Veterinary Hospital,1,VFC_00004555,VBS Partner,,211487,,6410 Hwy. 92,Acworth,GA,30102,5/23/12,4,6,5/15/12,2418,44331.14,684.5112,TRUE,0,0
5822,Murphy Road Animal Hospital,1,VFC_00006213,VBS Partner,1743,217942,,6114 Murphy Road,Sachse,TX,75048,12/12/12,4,2,12/31/12,2308,61002.69,697.9323333,TRUE,21,7
84366,CRESCENTA CANADA PET HOSPITAL,1,VFC_00006597,VBS Partner,,,,3502 FOOTHILL BLVD,LA CRESCENTA,CA,91214,6/16/14,7,2,7/13/14,2661,15755.88,646.0709091,TRUE,6,4
3330,Sleepy Hollow Animal Hospital,1,VFC_00005073,VBS Partner,,214656,,340 N Broadway,Sleepy Hollow,NY,10591,5/23/12,2,,2/12/14,157,47895.74,698.41,FALSE,2,1
83486,Sault Animal Hospital,1,VFC_00006747,VBS Partner,,,,2867 Ashmun Street M-129,Sault Ste Marie,MI,49783,4/2/14,4,2,12/4/14,1619,6975.84,740.7933333,TRUE,18,5
5782,Dynamite Animal Hospital,1,VFC_00008118,VBS Partner,1793,,,10031 E. Dynamite Blvd.,Scottsdale,AZ,85262,9/15/14,6,2,3/15/11,803,44042.07,684.7540909,FALSE,13,6
2069,Earlysville Animal Hospital,1,VFC_00000181,IMA Partner,,,,505 Saint Francis Ave,Earlysville,VA,22936,Unknown,4,1,3/1/11,2186,49855.36,748.4151852,TRUE,0,0
4220,"Tupelo Small Animal Hospital, P.A.",1,VFC_00006448,VBS Partner,,223368,,2096 South Thomas Street,Tupelo,MS,38801,11/16/13,4,1,10/15/12,2505,37619.84,724.985,TRUE,0,0
2118,Mountain Park Animal Hospital,1,VFC_00000245,IMA Partner,,,,5324 Five Forks Trickum Rd,Lilburn,GA,30047,Unknown,3,12,10/15/12,2674,53572.09,700.7134483,TRUE,9,9
2537,Lamoille Valley Veterinary Services,1,VFC_00004872,VBS Partner,,1236,,278 Vermont 15 East,Hyde Park,VT,5655,5/23/12,9,7,11/30/12,1466,47191.52,707.1982609,TRUE,23,12
2274,"Country View Veterinary Service, Inc.",1,VFC_00000014,IMA Partner,,,,1350 S Fish Hatchery Rd,Oregon,WI,53575,Unknown,13,1,12/11/13,2342,32866.38,733.6616667,TRUE,26,9
4539,Greenbelt Veterinary Hospital,1,VFC_00004786,IMA Partner,,226717,,5000 N MIDKIFF RD,MIDLAND,TX,79705,3/9/14,11,4,7/16/13,3215,42626.22,752.7433333,TRUE,2,2
5826,"Eagle's Landing Veterinary Hospital (Vet Aerie, PC)",1,VFC_00006182,VBS Partner,1719,,,1635 Highway 42N,McDonough,GA,30253,12/12/12,6,4,7/13/14,4252,48619.91,697.1718519,TRUE,118,46
2975,"The Cat Hospital of Fairfax, Inc",1,VFC_00004231,VBS Partner,,212814,,3915 Old Lee Hwy,Fairfax,VA,22030,5/2/12,5,4,5/31/13,469,37925.98,710.4152,FALSE,4,3
4343,VET Care Hospital and Pet Resort,1,VFC_00005158,IMA Partner,,225802,,7321 S Hulen St,FORT WORTH,TX,76133,5/23/12,1,12,5/31/12,811,51918.52,720.0392593,FALSE,1,0
2121,Massanutten Animal Clinic,1,VFC_00000622,IMA Partner,,211550,,2702 Spotswood Trail,Harrisonburg,VA,22801,Unknown,3,2,12/22/14,1982,51693.82,688.236875,TRUE,30,17
5624,Southern Veterinary Center,1,VFC_00006124,VBS Partner,,,,111 Mayfield Drive,Smyrna,TN,37167,9/25/12,5,1,10/15/12,1714,44916.76,612.2658333,TRUE,7,2
2433,Fairmount Animal Hospital,1,VFC_00004735,VBS Partner,,271,,4101 W GENESEE ST,Syracuse,NY,13219,5/23/12,17,19,2/6/14,711,63159.47,632.0811765,FALSE,41,27
79746,Vetcare Montana,1,VFC_00006533,VBS Partner,,,,6 7th Avenue West,Polson,MT,59860,3/25/14,1,4,3/25/14,344,14399.44,959.7916667,FALSE,93,11
5709,State Line Animal Hospital,1,VFC_00006267,VBS Partner,1647,1185,,2009 W. 104th St.,Leawood,KS,66206,12/12/12,5,4,12/11/13,1781,53086.81,666.0073333,TRUE,15,6
2943,Animal Clinic & Wellness Center,1,VFC_00004482,IMA Partner,,212651,,628 Penniman Road,Williamsburg,VA,23185,5/23/12,11,2,2/25/15,1383,5301.64,637.8833333,TRUE,7,4
2039,Plum Creek Regional Animal Medical Center,1,VFC_00000048,VBS Partner,,213537,,1751 E Exchange St,Crete,IL,60417,12/4/12,5,4,1/18/11,5334,31763.87,758.4673333,TRUE,75,17
1913,Columbia Animal Hospital,1,VFC_00000010,IMA Partner,,,,4081 Columbia Ave,Columbia,PA,17512,Unknown,3,1,6/28/13,1579,18170.57,1297.8025,TRUE,4,3
2053,"Shawnee Animal Clinic, Inc",1,VFC_00000393,IMA Partner,,215094,,101 Bierly Road,Portsmouth,OH,45662,Unknown,5,2,4/15/11,4364,29342.64,735.6461538,TRUE,48,21
3093,South Shore Animal Services,1,VFC_00004517,VBS Partner,,213326,,1 Tarkiln Road,Kingston,MA,2364,5/23/12,2,5,3/25/14,414,57786.71,683.6158621,FALSE,51,11
98965,Dodgeville Veterinary Service,1,VFC_00006544,VBS Partner,,,,105 County Road YZ,Dodgeville,WI,53533,4/10/14,5,14,4/10/14,2064,19247.16,730.5608333,TRUE,20,10
3711,Healthy Pets Mobile Vet,1,VFC_00004807,VBS Partner,,217258,,P.O. Box 54,Garner,NC,27529,5/23/12,1,,12/20/12,348,40721.56,696.2514286,FALSE,54,14
3814,Cumberland Valley Animal Hospital,1,VFC_00004289,VBS Partner,,218065,,110 Lagoon Trail,London,KY,40744,5/23/12,3,7,12/22/14,569,12191.6,1024.833333,FALSE,57,14
4293,Palisades Veterinary Clinic,1,VFC_00004364,VBS Partner,,224974,,5138 MacArthur Blvd NW,Washington,DC,20016,5/23/12,11,,4/30/13,893,38583.33,679.5952632,FALSE,39,16
3294,Pets On Broadway Animal Hospital,1,VFC_00005003,VBS Partner,,214471,,2232 S. Broadway,Denver,CO,80210,5/23/12,4,1,4/16/13,2180,28955.57,669.5725,TRUE,5,2
1883,"Crescent Veterinary Hospital, Inc.",1,VFC_00000233,IMA Partner,,,,51-A Market Square Road,Newnan,GA,30265,Unknown,1,1,3/19/15,1571,38756.89,840.1564706,TRUE,66,54
93595,Pine City Veterinary Clinic LLC,1,VFC_00006936,IMA Partner,,,,2755 Highway 43,36545,AL,36545,4/2/14,2,1,3/25/15,180,2272.45,531.125,FALSE,21,1
2804,South Hall Veterinary Hospital,1,VFC_00005076,VBS Partner,,212067,,3750 Old Flowery Branch Road,Oakwood,GA,30566,5/23/12,2,6,5/15/13,721,38230.48,697.3742105,FALSE,33,2
1785,Corpus Christi Animal Clinic,1,VFC_00006020,VBS Partner,,,,1010 Ohio Ave,Corpus Christi,TX,78404,8/16/12,1,4,8/31/12,1299,43641.08,682.5082609,TRUE,7,3
2008,Chisholm Trail Animal Hospital PA,1,VFC_00000288,IMA Partner,1711,,,1726 East 61st Street North,Wichita,KS,67219,Unknown,5,4,2/28/14,1465,43092.38,702.2852632,TRUE,0,0
108151,Fredonia Veterinary Clinic,1,VFC_00006793,VBS Partner,,,,W3919 Hwy H,Fredonia,WI,53021,1/1/15,9,1,1/8/15,0,4895.51,688.7225,FALSE,8,5
2058,Bethany Centennial Animal Hospital,1,VFC_00000684,IMA Partner,,217389,,10176 Baltimore National Pike,Ellicott City,MD,21042,Unknown,4,1,5/16/11,1579,42702.04,684.4966667,TRUE,0,0
4626,The Hamilton Wenham Veterinary Hospital,1,VFC_00005211,VBS Partner,,218273,,31 Railroad Ave,South Hamilton,MA,1982,5/2/12,9,4,11/3/14,576,11430.26,719.4833333,FALSE,14,10
3689,Fairbanks Animal Clinic,1,VFC_00004734,VBS Partner,,217101,,7151 FAIRBANKS N HOUSTON RD,HOUSTON,TX,77040,5/23/12,13,5,5/31/12,2807,49153.77,654.0403846,TRUE,10,5
79590,Hartman Veterinary Hospital,1,VFC_00006525,VBS Partner,,,,3924 Airport Highway,Toledo,OH,43615,3/18/14,1,4,3/31/14,573,3282.76,774.8,FALSE,2,2
2131,New River Animal Hospital,1,VFC_00000113,IMA Partner,,,,HC 76 Box 2A,Nimitz,WV,25978,Unknown,5,13,1/20/11,819,10050.02,762.7666667,FALSE,0,0
88126,Avenue of the Saints Animal Hospital,1,VFC_00006665,VBS Partner,,,,2221 4th St SW,Waverly,IA,50677,9/10/14,2,2,9/16/14,582,10094.38,643.582,FALSE,123,37
5819,Innovative Veterinary Medicine,1,VFC_00006176,VBS Partner,1754,222569,,7203 Skidaway Road,Savannah,GA,31406,12/12/12,4,10,5/30/14,842,38503.26,817.568,FALSE,15,6
5745,East Douglas Veterinary Clinic,1,VFC_00006175,VBS Partner,1727,,,8118 E. Douglas,Wichita,KS,67206,12/12/12,2,1,3/1/11,95,36672.49,749.45125,FALSE,3,1
109582,Woodward Veterinary Home Care PC,1,VFC_00006849,IMA Partner,,,,Mobile Practice,Royal Oak,MI,48073,1/30/15,1,1,2/11/15,29,1493.39,747.24,FALSE,49,16
106800,Beaver Brook Animal Hospital,1,VFC_00006742,VBS Partner,,,,60 Beaver Road,Wethersfield,CT,6109,11/24/14,2,1,11/24/14,740,5402.56,822.195,FALSE,31,18
87802,Brown's Bridge Animal Hospital,1,VFC_00006599,VBS Partner,,,,2305 Brown's Bridge Road,Gainesville,GA,30504,6/30/14,3,7,6/27/14,1249,12572.34,824.49,TRUE,38,9
5933,Redondo Veterinary Medical Center,1,VFC_00006272,VBS Partner,,,,541 N. Pacific Coast Hwy.,Redondo Beach,CA,90277,3/16/14,2,3,3/29/13,1387,25715.3,618.8322222,TRUE,0,0
5825,Anderson Animal Clinic,1,VFC_00006193,VBS Partner,1768,,,11751 Twitty Road,Sebring,FL,33876,12/12/12,2,1,3/1/11,584,48044.51,691.5673684,FALSE,1,0
2713,Sykesville Veterinary Clinic,1,VFC_00005106,VBS Partner,,211644,,20-C Liberty Road,Sykesville,MD,21784,5/23/12,7,,12/11/13,1412,53469.85,665.1525,TRUE,3,1
2046,Cross Creek Animal Medical Centre Inc.,1,VFC_00000583,IMA Partner,,212637,,10323 Cross Creek Blvd,Tampa,FL,33647,Unknown,4,,1/20/11,820,45561.55,643.3317391,FALSE,19,9
2054,Edwardsville Pet Hospital,1,VFC_00000395,IMA Partner,,,,423 South Buchanan,Edwardsville,IL,62025,Unknown,6,3,2/17/11,747,25882.41,693.3177778,FALSE,2,0
95414,Covered Bridge Equine,1,VFC_00006722,VBS Partner,,,,1071 Jamestown Blvd. Ste. D-1,Watkinsville,GA,30677,4/2/14,2,2,11/10/14,0,3564.34,528.04,FALSE,18,12
1894,Ridgeview Animal Hospital,1,VFC_00000785,IMA Partner,,,,18142 Wright St,Omaha,NE,68130,Unknown,4,8,3/11/14,1801,36785.06,682.9611111,TRUE,0,0
2349,Osceola Veterinary Services,1,VFC_00000517,IMA Partner,,,,PO Box 9,Osceola,WI,54020,Unknown,3,2,4/3/12,1410,40117.44,637.5104348,TRUE,36,12
2840,MobilePetVet,1,VFC_00004929,IMA Partner,,212198,,PO Box 3184,Hilton Head Island,SC,29928,5/23/12,1,,3/25/14,480,43314.9,660.4785,FALSE,14,8
4188,Portage Animal Clinic,1,VFC_00005016,VBS Partner,,222778,,3411 Airport Rd,Portage,IN,46368,5/23/12,3,6,3/31/14,1017,37825.96,630.6505556,TRUE,32,14
1891,Island Animal Hospital,1,VFC_00000653,IMA Partner,,213614,,262 Sunset Avenue,Palm Beach,FL,33480,Unknown,4,1,9/17/14,182,19628.33,921.7,FALSE,0,0
2083,Lifetime Animal Center LLC,1,VFC_00000044,IMA Partner,1669,,,227 SE 13 Hwy,Warrensburg,MO,64093,Unknown,3,2,4/15/11,2739,42675.36,676.668125,TRUE,24,11
4511,Capitol Hill Animal Clinic,1,VFC_00004599,VBS Partner,,226632,,1240 Pennsylvania Ave SE,Washington,DC,20003,5/23/12,3,,6/15/12,1770,48354.18,678.9820833,TRUE,46,22
3542,Eastside Animal Clinic,1,VFC_00006451,VBS Partner,,216065,,4493 Tamiami Trail East,Naples,FL,34112,11/20/13,2,1,12/17/12,1085,30119.21,664.7923529,TRUE,8,5
4915,Animal Hospital Of Ivy Square,1,VFC_00002211,VBS Partner,,211833,,2125 Ivy Road,Charlottesville,VA,22903,2/15/14,3,6,3/4/14,826,18703.75,685.9571429,FALSE,1,0
4669,Glade Valley Animal Hospital,1,VFC_00004779,VBS Partner,,211556,,2420 Monocacy Blvd.,Frederick,MD,21701,5/23/12,4,11,5/15/12,1802,42785.26,670.8384211,TRUE,30,6
93802,Avalon Veterinary Clinic,1,VFC_00006660,VBS Partner,,,,3520 Avalon Park Blvd E Ste 3,Orlando,FL,32828,9/4/14,4,,9/7/14,1693,11521.56,730.5333333,TRUE,1,1
5635,Arrow Animal Hospital,1,VFC_00006155,VBS Partner,1691,,,5144 West Thunderbird Road,Glendale,AZ,85306,10/22/12,16,13,12/13/13,110,48226.38,667.3123529,FALSE,5,2
2591,Home Veterinary Service,1,VFC_00004299,VBS Partner,,101241,,1769 Lexington Ave NE 328,Roseville,MN,55113,5/23/12,1,1,12/17/12,446,17682.55,803.412,FALSE,0,0
1985,All Friends Animal Hospital,1,VFC_00000513,IMA Partner,,212291,,420 New London Turnpike,Norwich,CT,6360,Unknown,7,2,3/4/14,3910,33546.38,666.7213333,TRUE,2,1
2894,Poquoson Veterinary Hospital,1,VFC_00004103,VBS Partner,,212435,,483 Wythe Creek Road,Poquoson,VA,23662,11/4/14,5,4,12/22/14,2116,13554.61,675.6366667,TRUE,52,20
75597,Animal Medical Hospital of State College,1,VFC_00006460,VBS Partner,,,,1909 North Atherton Street,State College,PA,16803,12/30/13,4,4,12/11/13,2878,19624.58,691.43,TRUE,12,4
92456,North Fork Animal Clinic,1,VFC_00006756,VBS Partner,,,,2260 Anderson Station Road,Chillicothe,OH,45601,4/2/14,5,2,1/2/15,1411,4774.9,937.8,TRUE,33,7
4177,Dogwood Veterinary Hospital & Pet Resort,1,VFC_00006456,VBS Partner,,222626,,51 VICKERS RD,CHAPEL HILL,NC,27517,12/6/13,2,2,12/30/13,231,35364.48,683.8607143,FALSE,19,9
3792,Bridgeway Animal Clinic,1,VFC_00006370,VBS Partner,,217887,,17156 West FM 1097,Montgomery,TX,77356,5/23/12,9,4,9/28/12,43,6681.75,581.38,FALSE,0,0
1909,"Vale Park Animal Hospital, LLC",1,VFC_00000779,IMA Partner,,217497,,2606 Valley Drive,Valparaiso,IN,46383,Unknown,6,2,9/10/14,4328,29103.69,683.7007692,TRUE,6,6
3301,County Animal Hospital,1,VFC_00004285,VBS Partner,,214505,,49 Congers Rd,New City,NY,10956,5/23/12,2,,7/20/14,1034,18738.24,659.523,TRUE,6,2
4527,LaVale Veterinary Hospital,1,VFC_00004876,VBS Partner,,226682,,913 National Highway,LaVale,MD,21502,5/23/12,7,,3/22/13,833,35254.54,617.535,FALSE,1,1
2337,Kennebunk Veterinary Hospital,1,VFC_00002006,IMA Partner,,214513,,149 Fletcher St,Kennebunk,ME,4043,Unknown,4,1,8/13/11,1626,43030.46,727.21125,TRUE,2,2
