DVM ID,Practice Name,Active,Partner,State,Zip,Marketing Email Pref,Vet Users,Staff Users, Past Year Revenue , avgMonthlyRev , avgMonthlyRevPerUser 
3434,Collins Hospital for Animals,1,VBS Partner,DC,20007,Companion Animal,3,1,6381.29,531.7741667,132.9435417
3436,Vienna Animal Hospital,1,VBS Partner,VA,22180,Companion Animal,5,0,6891.51,574.2925,114.8585
3443,Feather & Fur Animal Clinic,1,VBS Partner,HI,96734,Companion Animal,13,0,25070.95,2089.245833,160.7112179
3449,Northern Pike Veterinary Hospital,1,VBS Partner,PA,15146,Companion Animal,8,6,74633.61,6219.4675,444.2476786
3451,Adams Morgan Animal Hospital,1,IMA Partner,DC,20009,Companion Animal,3,0,19100.68,1591.723333,530.5744444
3458,Countryside Animal Hospital,1,VBS Partner,FL,34772,Companion Animal,2,0,36721.35,3060.1125,1530.05625
3469,Pet First Animal Hospital,1,VBS Partner,FL,34203,Companion Animal,5,1,3497.32,291.4433333,48.57388889
3471,Flowers Mill Veterinary Hospital,1,VBS Partner,PA,19047,Companion Animal,3,2,29348.85,2445.7375,489.1475
3473,Belle Haven Animal Medical Centre,1,VBS Partner,VA,22307,Companion Animal,8,0,2295.62,191.3016667,23.91270833
3479,Companion Pet Clinic of Salmon Creek,1,VBS Partner,WA,98685,Companion Animal,6,0,397.73,33.14416667,5.524027778
3484,Gate City Animal Hospital,1,IMA Partner,NC,27455,Companion Animal,2,2,6824.25,568.6875,142.171875
3489,"Thoreau Veterinary Hospital, Inc.",1,IMA Partner,PA,18045,Companion Animal,5,6,3111.49,259.2908333,23.57189394
3496,"Monroe Animal Hospital, PA",1,VBS Partner,NC,28110,Companion Animal,3,1,20783.69,1731.974167,432.9935417
3505,Cat Hospital of Sarasota,1,VBS Partner,FL,34233,Companion Animal,3,1,2622.6,218.55,54.6375
3509,"Chillicothe Animal Clinic, Inc.",1,VBS Partner,OH,45601,Companion Animal,6,1,3668.49,305.7075,43.6725
3514,Garden Grove Animal Hospital,1,VBS Partner,FL,33884,Companion Animal,2,0,7729.35,644.1125,322.05625
3515,Flint Veterinary Clinic,1,VBS Partner,TX,75762,Companion Animal,3,4,33027.94,2752.328333,393.1897619
3521,Stone Oak Veterinary Clinic,1,VBS Partner,TX,78258,Companion Animal,7,3,24645.2,2053.766667,205.3766667
3523,Arlington Animal Hospital,1,VBS Partner,VA,22204,Companion Animal,7,3,47818.55,3984.879167,398.4879167
3524,Genoa Animal Hospital,1,VBS Partner,IL,60135,Companion Animal,4,2,54306.22,4525.518333,754.2530556
3533,Seaside Veterinary Care,1,VBS Partner,CA,92007,Companion Animal,1,0,18852.4,1571.033333,1571.033333
3535,"Fishers Veterinary Associates, Inc.",1,VBS Partner,IN,46038,Companion Animal,9,2,1378.01,114.8341667,10.4394697
3540,Town and Country Pet Hospital,1,VBS Partner,TX,75244,Companion Animal,2,0,6052.31,504.3591667,252.1795833
3542,Eastside Animal Clinic,1,VBS Partner,FL,34112,Companion Animal,2,1,15656.32,1304.693333,434.8977778
3545,South Novato Animal Hospital,1,VBS Partner,CA,94945,Companion Animal,4,3,19255.14,1604.595,229.2278571
3551,Aggie Animal Clinic,1,VBS Partner,CA,95620,Companion Animal,8,1,16465.18,1372.098333,152.4553704
3556,Kryder Veterinary Clinic,1,VBS Partner,IN,46530,Companion Animal,8,1,6244.64,520.3866667,57.82074074
3558,S.I. Mobile Vet,1,IMA Partner,NY,10309,Companion Animal,1,0,5699.53,474.9608333,474.9608333
3563,Whitehouse Animal Hospital,1,VBS Partner,OH,43571,Companion Animal,1,3,11716.63,976.3858333,244.0964583
3571,Cross Creek Animal Hospital,1,VBS Partner,NC,28314,Companion Animal,8,1,12296.97,1024.7475,113.8608333
3577,"Makai Animal Clinic, Inc.",1,VBS Partner,HI,96734,Companion Animal,6,9,4770.54,397.545,26.503
3580,Best Care Pet Hospital,1,VBS Partner,NE,68137,Companion Animal,2,4,22124.05,1843.670833,307.2784722
3582,Brookfield Veterinary Hospital,1,IMA Partner,WA,98052,Companion Animal,7,1,1329.1,110.7583333,13.84479167
3585,Hunt Valley Animal Hospital,1,VBS Partner,MD,21030,Companion Animal,10,5,84048.08,7004.006667,466.9337778
3589,Veterinary Medical Center of CNY,1,VBS Partner,NY,13057,Companion Animal,7,0,239.5,19.95833333,2.851190476
3601,Missouri City Veterinary Services,1,VBS Partner,TX,77459,Companion Animal,1,0,858.15,71.5125,71.5125
3602,Hollin Hall Animal Hospital,1,VBS Partner,VA,22308,Companion Animal,11,1,1778.87,148.2391667,12.35326389
3621,Northland Animal Hospital,1,VBS Partner,MI,49341,Companion Animal,3,0,873.1,72.75833333,24.25277778
3638,Washington Crossing Animal Hospital,1,IMA Partner,PA,18977,Companion Animal,2,0,182.9,15.24166667,7.620833333
3646,"Fletcher Animal Hospital, P.A.",1,VBS Partner,NC,28732,Companion Animal,3,0,31659.91,2638.325833,879.4419444
3652,Home Visit Veterinarian,1,IMA Partner,NY,11782,Companion Animal,1,1,7978.95,664.9125,332.45625
3656,Pet Care Associates,1,VBS Partner,GA,30542,Companion Animal,2,6,13802.85,1150.2375,143.7796875
3657,"Suzanne Bliesath DVM, LLC",1,VBS Partner,NJ,07853,Companion Animal,5,0,2024.69,168.7241667,33.74483333
3658,Stone Hill Veterinary Clinic PC,1,VBS Partner,MI,49307,Companion Animal,5,0,10549.92,879.16,175.832
3665,Assisi Drive Animal Hospital,1,IMA Partner,MN,55901,Companion Animal,3,4,21873.9,1822.825,260.4035714
3686,Aucoin Veterinary Services,1,IMA Partner,TX,77845,Companion Animal,1,0,2334.66,194.555,194.555
3689,Fairbanks Animal Clinic,1,VBS Partner,TX,77040,Companion Animal,13,5,19034.62,1586.218333,88.12324074
3699,Animal Clinic of Flour Bluff,1,VBS Partner,TX,78418,Companion Animal,1,0,11959.7,996.6416667,996.6416667
3711,Healthy Pets Mobile Vet,1,VBS Partner,NC,27529,Companion Animal,1,0,13937.88,1161.49,1161.49
3718,Kings Park Animal Hospital,1,VBS Partner,NY,11787,Companion Animal,1,0,3867.82,322.3183333,322.3183333
3723,Hometown Animal Hospital & Dental Clinic,1,VBS Partner,FL,33326,Companion Animal,12,23,44020.53,3668.3775,104.8107857
3731,"Paws 'N Claws Veterinary Clinic, LLC",1,VBS Partner,NJ,08016,Companion Animal,2,0,7100.84,591.7366667,295.8683333
3734,Town and Country Veterinary Hospital,1,VBS Partner,NC,27523,Companion Animal,6,1,4158.33,346.5275,49.50392857
3737,Wesley Chapel Veterinary Services,1,VBS Partner,FL,33544,Companion Animal,3,1,184.8,15.4,3.85
3740,Verona Animal Hospital,1,VBS Partner,NJ,07044,Companion Animal,4,2,1028.25,85.6875,14.28125
3743,Dixie Trail Animal Clinic,1,VBS Partner,NC,27607,Companion Animal,6,9,18002.05,1500.170833,100.0113889
3744,Animal Care Center of Hays County,1,VBS Partner,TX,78666,Companion Animal,1,0,1644.3,137.025,137.025
3747,VCA Loomis Basin Veterinary Clinic,1,VBS Partner,CA,95650,Companion Animal,56,1,3300.57,275.0475,4.825394737
3750,Companion Animal Hospital of Selinsgrove,1,VBS Partner,PA,17870,Companion Animal,10,0,2843.53,236.9608333,23.69608333
3754,Legacy Veterinary Hospital,1,IMA Partner,TX,75034,Companion Animal,8,7,23844.86,1987.071667,132.4714444
3755,Western Branch Veterinary Hospital,1,VBS Partner,VA,23321,Companion Animal,13,1,47563.94,3963.661667,283.1186905
3760,"Ark Veterinary Hospital, Inc",1,VBS Partner,OH,44691,Companion Animal,3,0,3883.55,323.6291667,107.8763889
3771,Animal Wellness Center,1,VBS Partner,TN,38563,Companion Animal,2,6,13209.93,1100.8275,137.6034375
3778,Dominion Animal Hospital,1,VBS Partner,VA,20170,Companion Animal,10,10,26701.99,2225.165833,111.2582917
3790,Coral Veterinary Clinic,1,VBS Partner,FL,33919,Companion Animal,11,3,41244.27,3437.0225,245.5016071
3794,"Companion Animal House Calls, Ltd",1,VBS Partner,VA,23233,Companion Animal,1,0,7829.32,652.4433333,652.4433333
3810,Patterson Dog And Cat Hospital Incorporated,1,VBS Partner,MI,48208,Companion Animal,2,0,521.64,43.47,21.735
3811,"Columbiana Veterinary Associates, Inc.",1,VBS Partner,OH,44408,Companion Animal,2,1,9539.48,794.9566667,264.9855556
3814,Cumberland Valley Animal Hospital,1,VBS Partner,KY,40744,Companion Animal,3,7,2973.63,247.8025,24.78025
3819,Animal Hospital of Fate,1,VBS Partner,TX,75087,Companion Animal,2,0,6445.47,537.1225,268.56125
3822,The Visiting Vet,1,IMA Partner,FL,33414,Companion Animal,2,0,7217.47,601.4558333,300.7279167
3824,Vetcetera,1,VBS Partner,PA,17972,Companion Animal,2,0,3176.36,264.6966667,132.3483333
3835,Central Animal Hospital,1,VBS Partner,CA,95008-0656,Companion Animal,15,1,58569.52,4880.793333,305.0495833
3840,Cape May Veterinary Hospital,1,VBS Partner,NJ,08204,Companion Animal,4,3,17008.1,1417.341667,202.477381
3842,Nicks Veterinary Hospital,1,VBS Partner,NC,28217,Companion Animal,1,0,38843.81,3236.984167,3236.984167
3843,Lincoln Veterinary Services,1,VBS Partner,MA,01701,Companion Animal,1,0,35841.11,2986.759167,2986.759167
3846,Town & Country Veterinary Hospital,1,VBS Partner,OH,44484,Companion Animal,10,3,84762.4,7063.533333,543.3487179
3863,House Calls For Pets,1,VBS Partner,TX,78248,Companion Animal,1,0,10504.09,875.3408333,875.3408333
3866,Visiting Vet,1,IMA Partner,MI,48103,Companion Animal,1,0,551.63,45.96916667,45.96916667
3867,Animal Medical Center,1,VBS Partner,OH,45066,Companion Animal,3,2,7375.59,614.6325,122.9265
3872,Coffee Veterinary Hospital,1,VBS Partner,TN,37355,Companion Animal,4,1,2324.77,193.7308333,38.74616667
3879,University Bird & Small Animal Clinic,1,VBS Partner,KS,66604,Companion Animal,6,0,4534.06,377.8383333,62.97305556
3881,Veterinary Allergy & Dermatology Consultants,1,VBS Partner,NY,11510,Companion Animal,1,0,2381.4,198.45,198.45
3884,Medicine River Animal Hospital,1,IMA Partner,FL,33708,Companion Animal,1,0,28375.76,2364.646667,2364.646667
3885,Four Paws Animal Hospital,1,VBS Partner,TX,75089,Companion Animal,2,0,7445.45,620.4541667,310.2270833
3890,Community Pet Hospital,1,VBS Partner,CO,80241,Companion Animal,18,2,12677.83,1056.485833,52.82429167
3891,South East Veterinary Dermatology and Ear Clinic,1,VBS Partner,SC,29464,Companion Animal,5,1,1012.85,84.40416667,14.06736111
3896,Ceglinski Animal Clinic,1,VBS Partner,KY,42001,Companion Animal,3,0,3612.9,301.075,100.3583333
3901,The Animal Hospital of Carrboro,1,VBS Partner,NC,27510,Companion Animal,5,11,16197.29,1349.774167,84.36088542
3920,Goose Creek Veterinary Clinic LLC,1,VBS Partner,SC,29445,Companion Animal,6,0,9671.76,805.98,134.33
3922,Sequoia Veterinary Hospital Inc.,1,VBS Partner,CA,94063,Companion Animal,11,3,41022.43,3418.535833,244.181131
3923,"East Columbus Veterinary Hospital, Inc",1,VBS Partner,OH,43205,Companion Animal,5,3,11382.43,948.5358333,118.5669792
3926,Mount Kisco Veterinary Clinic,1,VBS Partner,NY,10549,Companion Animal,4,1,9534.21,794.5175,158.9035
3928,Cascade Animal Medical Center,1,VBS Partner,MN,55901,Companion Animal,6,0,6465.12,538.76,89.79333333
3931,Oak Hill Veterinary Clinic,1,VBS Partner,TX,78735,Companion Animal,2,1,9770.55,814.2125,271.4041667
3934,Dearborn Animal Clinic,1,IMA Partner,KS,66202,Companion Animal,4,1,1183.37,98.61416667,19.72283333
3942,Holcomb Bridge Animal Hospital,1,IMA Partner,GA,30076,Companion Animal,5,1,10986.09,915.5075,152.5845833
3948,Key City Veterinary Clinic,1,VBS Partner,TX,79602,Companion Animal,3,1,757.6,63.13333333,15.78333333
3960,Artemis Animal Clinic,1,VBS Partner,CA,93105,Companion Animal,1,0,618.7,51.55833333,51.55833333
3963,Falconbridge Animal Hospital,1,VBS Partner,NC,27707,Companion Animal,8,1,801,66.75,7.416666667
3971,"Sunderland Animal Hospital, Inc",1,VBS Partner,MA,01375,Companion Animal,1,0,1234.9,102.9083333,102.9083333
3977,Vet House Calls for Pets Inc,1,VBS Partner,FL,33322,Companion Animal,1,0,19805.86,1650.488333,1650.488333
3990,Franklin Animal Clinic,1,VBS Partner,PA,16323,Companion Animal,6,0,11422.81,951.9008333,158.6501389
3997,Century Veterinary Group,1,VBS Partner,CA,90034,Companion Animal,6,0,3878.68,323.2233333,53.87055556
4005,Humane Animal Clinic,1,VBS Partner,FL,34104,Companion Animal,5,10,3174.19,264.5158333,17.63438889
4007,West Kendall Animal Hospital,1,VBS Partner,FL,33196,Companion Animal,2,0,681.67,56.80583333,28.40291667
4016,CityPaws Animal Hospital,1,VBS Partner,DC,20009,Companion Animal,13,3,92092.37,7674.364167,479.6477604
4020,"John G Hynes, DVM PC",1,VBS Partner,NY,10309,Companion Animal,1,0,948.5,79.04166667,79.04166667
4021,Deer Run Veterinary Hospital,1,VBS Partner,MA,02536,Companion Animal,6,0,4975.91,414.6591667,69.10986111
4029,Vermont New Hampshire Veterinary Clinic,1,VBS Partner,VT,05346,Companion Animal,6,1,2839.14,236.595,33.79928571
4031,Genito Animal Hospital,1,VBS Partner,VA,23112,Companion Animal,5,2,2879.81,239.9841667,34.28345238
4032,All Animals Veterinary Hospital,1,VBS Partner,NC,27330,Companion Animal,3,2,7060.94,588.4116667,117.6823333
4039,Pet Housecalls,1,VBS Partner,TX,76367,Companion Animal,1,0,9864.71,822.0591667,822.0591667
4041,Dedham Veterinary Associates,1,VBS Partner,MA,02026,Companion Animal,9,0,24175.26,2014.605,223.845
4042,Animal Medical Center,1,VBS Partner,MO,64114,Companion Animal,7,2,30645.73,2553.810833,283.7567593
4053,Western Hills Animal Medical & Surgical Center,1,VBS Partner,TX,77356,Companion Animal,6,3,10651.15,887.5958333,98.62175926
4058,Metro Paws Animal Hospital,1,VBS Partner,TX,75206,Companion Animal,9,8,12620.5,1051.708333,61.86519608
4064,My Vet Animal Hospital,1,VBS Partner,IL,60622,Companion Animal,7,2,26484.2,2207.016667,245.2240741
4070,Belle Plaine Animal Hospital,1,VBS Partner,MN,56011,Companion Animal,1,3,12974.75,1081.229167,270.3072917
4081,Country Companions Veterinary Service,1,VBS Partner,CO,80536,Companion Animal,1,0,6666.14,555.5116667,555.5116667
4082,The Purr and Bark VMD,1,VBS Partner,NC,27616,Companion Animal,1,0,65243.47,5436.955833,5436.955833
4086,Petcare Veterinary Services,1,VBS Partner,CT,06107,Companion Animal,1,1,19782.12,1648.51,824.255
4087,Animal Hospital of Lakeport,1,VBS Partner,MI,48059,Companion Animal,1,0,1582.95,131.9125,131.9125
4094,Sanford Animal Hospital,1,VBS Partner,NC,27332,Companion Animal,4,2,3424.92,285.41,47.56833333
4101,Wexford Veterinary Hospital,1,IMA Partner,PA,15090,Companion Animal,7,1,22366.94,1863.911667,232.9889583
4108,Bend Animal Hospital,1,VBS Partner,OR,97701,Companion Animal,2,0,2203.35,183.6125,91.80625
4111,Sunbury Animal Hospital,1,VBS Partner,PA,17801,Companion Animal,15,6,31577.15,2631.429167,125.3061508
4118,Animal Medical Center of McKinney,1,IMA Partner,TX,75070,Companion Animal,1,0,11676.02,973.0016667,973.0016667
4120,Katy Trail Animal Hospital,1,IMA Partner,TX,75204,Companion Animal,11,0,52023.84,4335.32,394.12
4126,Larkspur Cat Clinic,1,VBS Partner,AZ,85029,Companion Animal,1,0,266.73,22.2275,22.2275
4130,Harmony Animal Wellness,1,VBS Partner,CO,80457,Companion Animal,2,1,1720.9,143.4083333,47.80277778
4137,At Home Animal Care,1,VBS Partner,MD,20695,Companion Animal,1,0,32547.62,2712.301667,2712.301667
4139,VetCare,1,VBS Partner,PA,19053,Companion Animal,1,0,725.73,60.4775,60.4775
4144,Edinburgh Animal Hospital,1,VBS Partner,VA,23322,Companion Animal,7,0,804.5,67.04166667,9.577380952
4156,Berryville Avenue Veterinary Clinic,1,VBS Partner,VA,22601,Companion Animal,1,3,11364.97,947.0808333,236.7702083
4167,9 Tel Animal Hospital,1,VBS Partner,MI,48033-3904,Companion Animal,1,0,6902.3,575.1916667,575.1916667
4170,East West Veterinary Service,1,VBS Partner,CO,80421,Companion Animal,1,0,6193.4,516.1166667,516.1166667
4171,CENTRAL OHIO PET CARE,1,VBS Partner,OH,43011,Companion Animal,1,0,5363.05,446.9208333,446.9208333
4173,Healthy Pet Veterinary Services,1,VBS Partner,AZ,85242,Companion Animal,1,0,3241.69,270.1408333,270.1408333
4176,Advanced Animal Care Center,1,VBS Partner,NY,11746,Companion Animal,2,0,15950.84,1329.236667,664.6183333
4177,Dogwood Veterinary Hospital & Pet Resort,1,VBS Partner,NC,27517,Companion Animal,2,2,14977.65,1248.1375,312.034375
4183,Calusa Veterinary Center,1,VBS Partner,FL,33487,Companion Animal,8,2,7368.01,614.0008333,61.40008333
4184,Blue Cross Veterinary Hospital,1,VBS Partner,CA,90755,Companion Animal,5,1,19141.17,1595.0975,265.8495833
4187,"Animal Health Center, S.C.",1,VBS Partner,WI,53094,Companion Animal,4,3,8220.41,685.0341667,97.86202381
4203,Suffolk Veterinary Group Animal Wellness & Laser Surgery Center,1,VBS Partner,NY,11784,Companion Animal,4,1,53779.67,4481.639167,896.3278333
4206,East West Veterinary Care Center,1,VBS Partner,FL,33904,Companion Animal,3,3,3257.99,271.4991667,45.24986111
4211,Mission Road Animal Clinic,1,IMA Partner,KS,66206,Companion Animal,2,0,1381.05,115.0875,57.54375
4218,All-Star Veterinary Clinic,1,VBS Partner,IN,46074,Companion Animal,4,4,35961.01,2996.750833,374.5938542
4219,Mobile Veterinary Services,1,VBS Partner,FL,33836,Companion Animal,1,0,28277.9,2356.491667,2356.491667
4220,"Tupelo Small Animal Hospital, P.A.",1,VBS Partner,MS,38801,Companion Animal,4,1,16869.72,1405.81,281.162
4221,Animal Blessings Pet Hospital,1,IMA Partner,MT,59804,Companion Animal,2,2,3029.85,252.4875,63.121875
4226,380 West Animal Hospital P.C.,1,IMA Partner,TX,75071,Companion Animal,4,1,21988.72,1832.393333,366.4786667
4231,Breezeway Veterinary Service Inc.,1,VBS Partner,TX,75034,Companion Animal,1,2,9015.11,751.2591667,250.4197222
4232,Animal Medical Associates,1,VBS Partner,ME,04072,Companion Animal,3,5,16583.67,1381.9725,172.7465625
4233,Springlake Animal Hospital,1,VBS Partner,FL,32656,Companion Animal,2,1,5406.42,450.535,150.1783333
4235,Flowertown Animal Hospital,1,VBS Partner,SC,29485,Companion Animal,1,0,2147.58,178.965,178.965
4237,Hannah M Good DVM Community Mobile Vet,1,IMA Partner,CA,95060,Companion Animal,1,0,24094.43,2007.869167,2007.869167
4238,Capital Home Veterinary Care,1,VBS Partner,VA,23236,Companion Animal,2,0,29180.34,2431.695,1215.8475
4245,Pet-Fixer INC.,1,VBS Partner,GA,30096,Companion Animal,1,0,3578.98,298.2483333,298.2483333
4251,Greenlawn Animal Hospital,1,IMA Partner,NY,11740,Companion Animal,1,0,20666.11,1722.175833,1722.175833
4256,Park Place Animal Hospital,1,VBS Partner,GA,30642,Companion Animal,3,0,6411.55,534.2958333,178.0986111
4265,Loyal Companion Animal Care,1,VBS Partner,WA,98053,Companion Animal,2,1,8945.13,745.4275,248.4758333
4266,North Oatlands Animal Hospital,1,IMA Partner,VA,20175,Companion Animal,6,6,3139.06,261.5883333,21.79902778
4271,Orcutt Veterinary Hospital,1,VBS Partner,CA,93455,Companion Animal,3,0,2702.96,225.2466667,75.08222222
4273,Park Grove Pet Hospital,1,VBS Partner,MN,55016,Companion Animal,7,4,23924.64,1993.72,181.2472727
4276,Telford Veterinary Hospital,1,VBS Partner,PA,18964,Companion Animal,2,12,85482.06,7123.505,508.8217857
4277,North Port Animal Hospital,1,VBS Partner,FL,34287,Companion Animal,5,0,23083.13,1923.594167,384.7188333
4279,Suburban Animal Clinic of Monroe,1,VBS Partner,MI,48161,Companion Animal,2,0,747.42,62.285,31.1425
4286,Lotus Veterinary House Calls,1,VBS Partner,CA,94110,Companion Animal,5,1,36855.26,3071.271667,511.8786111
4288,San Francisco Veterinary Housecalls,1,VBS Partner,CA,94109,Companion Animal,1,0,17422.85,1451.904167,1451.904167
4292,The Vet,1,VBS Partner,TX,75081,Companion Animal,3,1,17253.71,1437.809167,359.4522917
4293,Palisades Veterinary Clinic,1,VBS Partner,DC,20016,Companion Animal,11,0,17747.4,1478.95,134.45
4294,Meadowbrook & Breckenridge Veterinary,1,IMA Partner,MI,48375,Companion Animal,4,2,6134.54,511.2116667,85.20194444
4298,University Drive Veterinary Hospital,1,VBS Partner,PA,16801,Companion Animal,2,5,6719.12,559.9266667,79.98952381
4304,"All Pets Veterinary Home Care, LLC",1,VBS Partner,NY,13760,Companion Animal,1,1,13801.72,1150.143333,575.0716667
4310,Paris Hill Cat Hospital,1,IMA Partner,NY,13456,Companion Animal,5,0,3523.3,293.6083333,58.72166667
4311,The Paw Patch Place,1,VBS Partner,IN,46220,Companion Animal,2,0,996.55,83.04583333,41.52291667
4312,Colbert Animal Clinic,1,IMA Partner,AL,35674,Companion Animal,1,0,3074.55,256.2125,256.2125
4314,Riverdale Veterinary Group,1,VBS Partner,NY,10463,Companion Animal,6,1,2056.12,171.3433333,24.47761905
4315,Mt Airy Animal Hospital,1,IMA Partner,PA,19119,Companion Animal,9,13,42408.63,3534.0525,160.63875
4318,Dublin Animal Hospital,1,VBS Partner,VA,24084,Companion Animal,6,1,18884.66,1573.721667,224.817381
4321,Hudson Valley Animal Hospital,1,VBS Partner,NY,10989,Companion Animal,10,12,14495.99,1207.999167,54.90905303
4322,North Rockland Animal Hospital,1,VBS Partner,NY,10980,Companion Animal,12,11,20394.53,1699.544167,73.89322464
4327,LIFETIME PET CENTER WILLIAMSBURG,1,VBS Partner,OH,45103,Companion Animal,3,3,8935.03,744.5858333,124.0976389
4328,Lifetime Pet Center- New Richmond,1,VBS Partner,OH,45157,Companion Animal,3,2,12473.67,1039.4725,207.8945
4329,Pomona Animal Hospital,1,VBS Partner,NY,10970,Companion Animal,8,9,13677.7,1139.808333,67.04754902
4331,Brooklyn Cares Veterinary Clinic,1,IMA Partner,NY,11238,Companion Animal,3,1,3838.51,319.8758333,79.96895833
4341,Animal Health Center of North Olmsted,1,VBS Partner,OH,44070,Companion Animal,3,0,4251.7,354.3083333,118.1027778
4342,California Pet Acupuncture and Wellness,1,VBS Partner,CA,90046,Companion Animal,1,0,19885.69,1657.140833,1657.140833
4343,VET Care Hospital and Pet Resort,1,IMA Partner,TX,76133,Companion Animal,1,12,17881.95,1490.1625,114.6278846
4344,South Town Animal Hospital,1,VBS Partner,IL,60177,Companion Animal,3,7,1817.27,151.4391667,15.14391667
4347,Narberth Animal Hospital,1,VBS Partner,PA,19072,Companion Animal,1,0,2062.64,171.8866667,171.8866667
4352,Dr Silvia's Mobile Veterinary Clinic,1,VBS Partner,CA,92688,Companion Animal,3,0,24845.46,2070.455,690.1516667
4354,Pennington Veterinary Care Center,1,VBS Partner,NJ,08534,Companion Animal,4,7,56843.87,4736.989167,430.6353788
4367,Blue Sky Animal Hospital,1,VBS Partner,MN,55092,Companion Animal,3,10,1253.15,104.4291667,8.033012821
4371,Prospect Ridge Veterinary Hospital,1,VBS Partner,NJ,07052,Companion Animal,1,1,16039.4,1336.616667,668.3083333
4376,The Animal Medical Center of Mid America,1,VBS Partner,MO,63110,Companion Animal,41,0,1981.93,165.1608333,4.028313008
4379,New Shoreham Veterinary Services,1,VBS Partner,RI,02879,Companion Animal,1,2,15558.44,1296.536667,432.1788889
4380,Neighborhood Animal Hospital,1,VBS Partner,OR,97306,Companion Animal,1,0,4150.65,345.8875,345.8875
4385,Personal Veterinary Care,1,VBS Partner,TX,76513,Companion Animal,1,0,3626.82,302.235,302.235
4389,County Seat Animal Hospital LLC,1,VBS Partner,MS,38632,Companion Animal,2,0,5274.15,439.5125,219.75625
4394,Blanchard Valley Veterinary Clinic,1,VBS Partner,OH,45840,Companion Animal,3,11,9547.53,795.6275,56.83053571
4397,Santa Marietta Animal Hospital,1,VBS Partner,GA,30060,Companion Animal,3,0,12876.5,1073.041667,357.6805556
4399,Maitland Veterinary Clinic,1,VBS Partner,FL,32751,Companion Animal,6,1,95160.39,7930.0325,1132.861786
4400,Carolinas Veterinary Medical Hospital,1,VBS Partner,NC,28210,Companion Animal,5,10,81167.06,6763.921667,450.9281111
4401,Live Oak Veterinary Clinic of Moncks Corner,1,VBS Partner,SC,29461,Companion Animal,2,1,25065.18,2088.765,696.255
4402,Pawsitive Veterinary Healthcare,1,VBS Partner,OH,45373,Companion Animal,1,0,3873.87,322.8225,322.8225
4403,East Coast Veterinary Services,1,VBS Partner,FL,32958,Companion Animal,8,0,12398.23,1033.185833,129.1482292
4412,Tampa Mobile Veterinary Services LLC,1,VBS Partner,FL,33617,Companion Animal,1,0,12007.14,1000.595,1000.595
4414,Mobile Vet Squad,1,VBS Partner,NY,10804-2120,Companion Animal,1,1,16075.08,1339.59,669.795
4417,The Animal Doctor,1,VBS Partner,TX,76060,Companion Animal,1,1,27814.22,2317.851667,1158.925833
4420,Pioneer Valley Veterinary Hospital,1,VBS Partner,MA,01301,Companion Animal,3,2,9630.1,802.5083333,160.5016667
4423,Lamczyk Veterinary Clinic LLC,1,VBS Partner,IL,62864,Companion Animal,5,1,9467.72,788.9766667,131.4961111
4425,Atlantic Veterinary Hospital,1,VBS Partner,WA,98144,Companion Animal,4,1,6850.35,570.8625,114.1725
4427,Lookout Valley Pet Hospital LLC,1,VBS Partner,TN,37419,Companion Animal,4,3,18427.18,1535.598333,219.3711905
4443,Healing Hand Mobile Veterinary Service,1,VBS Partner,GA,30187,Companion Animal,1,0,6190.28,515.8566667,515.8566667
4445,Schwenksville Veterinary Hospital,1,VBS Partner,PA,19473,Companion Animal,2,7,21887.23,1823.935833,202.659537
4447,Your Pets Wellness,1,VBS Partner,IL,60647,Companion Animal,3,3,12338.78,1028.231667,171.3719444
4448,York Veterinary Housecalls,1,VBS Partner,PA,17402,Companion Animal,1,0,5287.58,440.6316667,440.6316667
4453,Two Rivers Animal Hospital,1,VBS Partner,NJ,07704,Companion Animal,2,1,16596.11,1383.009167,461.0030556
4461,Shiloh Veterinary Hospital,1,VBS Partner,PA,17315,Companion Animal,11,9,15627.84,1302.32,65.116
4465,Parkway Animal Clinic,1,VBS Partner,MI,48103,Companion Animal,2,1,20788.58,1732.381667,577.4605556
4467,VetMobile,1,VBS Partner,NC,27513,Companion Animal,2,0,16489.76,1374.146667,687.0733333
4469,Shane Veterinary Medical Center,1,VBS Partner,CA,90292,Companion Animal,2,1,3241.5,270.125,90.04166667
4471,Pet Bliss Mobile Veterinary Services,1,VBS Partner,TN,37211,Companion Animal,1,0,18869.79,1572.4825,1572.4825
4474,Green Paws Vet Care,1,VBS Partner,IL,60525,Companion Animal,3,9,7493.89,624.4908333,52.04090278
4477,Manchester Animal Hospital,1,VBS Partner,NH,03106,Companion Animal,3,3,3171.8,264.3166667,44.05277778
4478,Downtown Mobile Veterinary Services PLLC,1,VBS Partner,NC,27603,Companion Animal,1,0,3015.06,251.255,251.255
4480,Dr Sams Veterinary House Calls PC,1,VBS Partner,PA,18103,Companion Animal,1,1,551.46,45.955,22.9775
4483,Cotswold Animal Hospital,1,VBS Partner,NC,28211,Companion Animal,1,6,48546.91,4045.575833,577.9394048
4486,Nancy Maloney DVM,1,VBS Partner,CT,06854,Companion Animal,3,0,2894.47,241.2058333,80.40194444
4492,Crossroads Animal Clinic,1,VBS Partner,GA,30024,Companion Animal,2,2,4251.2,354.2666667,88.56666667
4493,Pawsitive Veterinary of New York,1,VBS Partner,NY,11218,Companion Animal,4,2,15428.6,1285.716667,214.2861111
